"","YEAR","MONTH","TEMPERATURE","CITY","DATE"
"2795",1999,"SEP",10.6,"Ipiales",1999-09-01
"2796",2000,"SEP",10.5,"Ipiales",2000-09-01
"2797",2001,"SEP",10.3,"Ipiales",2001-09-01
"2798",2002,"SEP",10.7,"Ipiales",2002-09-01
"2799",2003,"SEP",11.2,"Ipiales",2003-09-01
"2800",2004,"SEP",10.8,"Ipiales",2004-09-01
"2801",2005,"SEP",10.8,"Ipiales",2005-09-01
"2802",2006,"SEP",10.4,"Ipiales",2006-09-01
"2803",2007,"SEP",10.1,"Ipiales",2007-09-01
"2804",2008,"SEP",10.8,"Ipiales",2008-09-01
"2805",2009,"SEP",10.9,"Ipiales",2009-09-01
"2806",2010,"SEP",10.8,"Ipiales",2010-09-01
"2807",2011,"SEP",10.2,"Ipiales",2011-09-01
"2808",2012,"SEP",10.3,"Ipiales",2012-09-01
"2809",2013,"SEP",10.8,"Ipiales",2013-09-01
"2810",2014,"SEP",10.5,"Ipiales",2014-09-01
"2811",2015,"SEP",999.9,"Ipiales",2015-09-01
"2812",1973,"OCT",999.9,"Ipiales",1973-10-01
"2813",1974,"OCT",999.9,"Ipiales",1974-10-01
"2814",1975,"OCT",10.2,"Ipiales",1975-10-01
"2815",1976,"OCT",10.6,"Ipiales",1976-10-01
"2816",1977,"OCT",11,"Ipiales",1977-10-01
"2817",1978,"OCT",11.1,"Ipiales",1978-10-01
"2818",1979,"OCT",999.9,"Ipiales",1979-10-01
"2819",1980,"OCT",999.9,"Ipiales",1980-10-01
"2820",1981,"OCT",10.9,"Ipiales",1981-10-01
"2821",1982,"OCT",11.1,"Ipiales",1982-10-01
"2822",1983,"OCT",10.7,"Ipiales",1983-10-01
"2823",1984,"OCT",10.5,"Ipiales",1984-10-01
"2824",1985,"OCT",11,"Ipiales",1985-10-01
"2825",1986,"OCT",11.3,"Ipiales",1986-10-01
"2826",1987,"OCT",11.6,"Ipiales",1987-10-01
"2827",1988,"OCT",11.4,"Ipiales",1988-10-01
"2828",1989,"OCT",11.2,"Ipiales",1989-10-01
"2829",1990,"OCT",11.8,"Ipiales",1990-10-01
"2830",1991,"OCT",10.2,"Ipiales",1991-10-01
"2831",1992,"OCT",10.7,"Ipiales",1992-10-01
"2832",1993,"OCT",10.7,"Ipiales",1993-10-01
"2833",1994,"OCT",11.2,"Ipiales",1994-10-01
"2834",1995,"OCT",11.4,"Ipiales",1995-10-01
"2835",1996,"OCT",11,"Ipiales",1996-10-01
"2836",1997,"OCT",11.9,"Ipiales",1997-10-01
"2837",1998,"OCT",11.3,"Ipiales",1998-10-01
"2838",1999,"OCT",10.5,"Ipiales",1999-10-01
"2839",2000,"OCT",10.8,"Ipiales",2000-10-01
"2840",2001,"OCT",12.3,"Ipiales",2001-10-01
"2841",2002,"OCT",10.9,"Ipiales",2002-10-01
"2842",2003,"OCT",11.7,"Ipiales",2003-10-01
"2843",2004,"OCT",999.9,"Ipiales",2004-10-01
"2844",2005,"OCT",11.8,"Ipiales",2005-10-01
"2845",2006,"OCT",11.8,"Ipiales",2006-10-01
"2846",2007,"OCT",11.4,"Ipiales",2007-10-01
"2847",2008,"OCT",11.3,"Ipiales",2008-10-01
"2848",2009,"OCT",11.8,"Ipiales",2009-10-01
"2849",2010,"OCT",11.1,"Ipiales",2010-10-01
"2850",2011,"OCT",11.4,"Ipiales",2011-10-01
"2851",2012,"OCT",11.4,"Ipiales",2012-10-01
"2852",2013,"OCT",11.5,"Ipiales",2013-10-01
"2853",2014,"OCT",11.1,"Ipiales",2014-10-01
"2854",2015,"OCT",999.9,"Ipiales",2015-10-01
"2855",1973,"NOV",999.9,"Ipiales",1973-11-01
"2856",1974,"NOV",999.9,"Ipiales",1974-11-01
"2857",1975,"NOV",10.3,"Ipiales",1975-11-01
"2858",1976,"NOV",10.3,"Ipiales",1976-11-01
"2859",1977,"NOV",11.1,"Ipiales",1977-11-01
"2860",1978,"NOV",11.2,"Ipiales",1978-11-01
"2861",1979,"NOV",999.9,"Ipiales",1979-11-01
"2862",1980,"NOV",999.9,"Ipiales",1980-11-01
"2863",1981,"NOV",11.3,"Ipiales",1981-11-01
"2864",1982,"NOV",11.6,"Ipiales",1982-11-01
"2865",1983,"NOV",11.2,"Ipiales",1983-11-01
"2866",1984,"NOV",10.3,"Ipiales",1984-11-01
"2867",1985,"NOV",10.5,"Ipiales",1985-11-01
"2868",1986,"NOV",11,"Ipiales",1986-11-01
"2869",1987,"NOV",11.6,"Ipiales",1987-11-01
"2870",1988,"NOV",11.5,"Ipiales",1988-11-01
"2871",1989,"NOV",11.7,"Ipiales",1989-11-01
"2872",1990,"NOV",11.6,"Ipiales",1990-11-01
"2873",1991,"NOV",11.4,"Ipiales",1991-11-01
"2874",1992,"NOV",11.6,"Ipiales",1992-11-01
"2875",1993,"NOV",10.9,"Ipiales",1993-11-01
"2876",1994,"NOV",11.1,"Ipiales",1994-11-01
"2877",1995,"NOV",11.7,"Ipiales",1995-11-01
"2878",1996,"NOV",10.8,"Ipiales",1996-11-01
"2879",1997,"NOV",11.8,"Ipiales",1997-11-01
"2880",1998,"NOV",11.8,"Ipiales",1998-11-01
"2881",1999,"NOV",11.3,"Ipiales",1999-11-01
"2882",2000,"NOV",11.5,"Ipiales",2000-11-01
"2883",2001,"NOV",11.7,"Ipiales",2001-11-01
"2884",2002,"NOV",11.1,"Ipiales",2002-11-01
"2885",2003,"NOV",999.9,"Ipiales",2003-11-01
"2886",2004,"NOV",11.9,"Ipiales",2004-11-01
"2887",2005,"NOV",11.9,"Ipiales",2005-11-01
"2888",2006,"NOV",11.9,"Ipiales",2006-11-01
"2889",2007,"NOV",11.5,"Ipiales",2007-11-01
"2890",2008,"NOV",11.7,"Ipiales",2008-11-01
"2891",2009,"NOV",12.3,"Ipiales",2009-11-01
"2892",2010,"NOV",11.4,"Ipiales",2010-11-01
"2893",2011,"NOV",11.7,"Ipiales",2011-11-01
"2894",2012,"NOV",11.8,"Ipiales",2012-11-01
"2895",2013,"NOV",11.3,"Ipiales",2013-11-01
"2896",2014,"NOV",12,"Ipiales",2014-11-01
"2897",2015,"NOV",999.9,"Ipiales",2015-11-01
"2898",1973,"DEC",999.9,"Ipiales",1973-12-01
"2899",1974,"DEC",999.9,"Ipiales",1974-12-01
"2900",1975,"DEC",10.2,"Ipiales",1975-12-01
"2901",1976,"DEC",10.4,"Ipiales",1976-12-01
"2902",1977,"DEC",11.3,"Ipiales",1977-12-01
"2903",1978,"DEC",11.2,"Ipiales",1978-12-01
"2904",1979,"DEC",999.9,"Ipiales",1979-12-01
"2905",1980,"DEC",999.9,"Ipiales",1980-12-01
"2906",1981,"DEC",11,"Ipiales",1981-12-01
"2907",1982,"DEC",11.9,"Ipiales",1982-12-01
"2908",1983,"DEC",10.6,"Ipiales",1983-12-01
"2909",1984,"DEC",11.1,"Ipiales",1984-12-01
"2910",1985,"DEC",11.3,"Ipiales",1985-12-01
"2911",1986,"DEC",11.2,"Ipiales",1986-12-01
"2912",1987,"DEC",11.3,"Ipiales",1987-12-01
"2913",1988,"DEC",11.5,"Ipiales",1988-12-01
"2914",1989,"DEC",11.5,"Ipiales",1989-12-01
"2915",1990,"DEC",11.3,"Ipiales",1990-12-01
"2916",1991,"DEC",11.5,"Ipiales",1991-12-01
"2917",1992,"DEC",11.6,"Ipiales",1992-12-01
"2918",1993,"DEC",11.6,"Ipiales",1993-12-01
"2919",1994,"DEC",11.4,"Ipiales",1994-12-01
"2920",1995,"DEC",11.3,"Ipiales",1995-12-01
"2921",1996,"DEC",10.6,"Ipiales",1996-12-01
"2922",1997,"DEC",11.5,"Ipiales",1997-12-01
"2923",1998,"DEC",11.4,"Ipiales",1998-12-01
"2924",1999,"DEC",11.3,"Ipiales",1999-12-01
"2925",2000,"DEC",11.3,"Ipiales",2000-12-01
"2926",2001,"DEC",12.4,"Ipiales",2001-12-01
"2927",2002,"DEC",11.9,"Ipiales",2002-12-01
"2928",2003,"DEC",11.4,"Ipiales",2003-12-01
"2929",2004,"DEC",999.9,"Ipiales",2004-12-01
"2930",2005,"DEC",11.5,"Ipiales",2005-12-01
"2931",2006,"DEC",11.9,"Ipiales",2006-12-01
"2932",2007,"DEC",11.2,"Ipiales",2007-12-01
"2933",2008,"DEC",11.8,"Ipiales",2008-12-01
"2934",2009,"DEC",12.1,"Ipiales",2009-12-01
"2935",2010,"DEC",11.1,"Ipiales",2010-12-01
"2936",2011,"DEC",11.5,"Ipiales",2011-12-01
"2937",2012,"DEC",999.9,"Ipiales",2012-12-01
"2938",2013,"DEC",11.6,"Ipiales",2013-12-01
"2939",2014,"DEC",11.8,"Ipiales",2014-12-01
"2940",2015,"DEC",999.9,"Ipiales",2015-12-01
